dataid,HVAC,Water_Heating_Pumps,Kitchen_Refrigeration,Laundry,Lighting_Plugs_Rooms,EV_Storage_Solar
2005,18.38494164746544,0.0,6.6700652265745015,2.4693420122887866,7.8460175115207385,0.0
2462,17.069953187403993,0.0,2.9764238863287247,0.0,23.809853648233485,0.0
2542,150.86323615591397,0.0,22.617096025345617,5.580221025345622,326.7091289938556,0.0
2933,0.12782834101382487,0.0,4.8116065860215045,4.78197380952381,68.70638354454684,0.0
3172,1.4229644927536231,0.0,1.1911869565217392,0.5180507246376811,13.192369565217392,0.0
3485,24.763264957757297,3.2908259984639017,40.34257221582181,1.0778220814132105,0.6678129992319508,0.0
3841,6.9348743393354955,0.0,18.740659629771862,2.1049604668032087,78.38078490001139,0.0
4164,9.777524883449884,21.44023479020979,0.10738257575757576,2.02359493006993,55.756071911421905,0.0
4399,35.497987768817204,0.0,9.149207949308757,7.223881029185868,46.8430701420891,0.0
5265,3.969410119047619,0.0,2.6409410714285717,9.761904761904761e-05,56.579030952380954,0.0
6820,2.230054704301075,20.412529915514593,1.0485770737327187,7.4878705453149,13.644229953917051,0.0
7246,0.7786006720430108,62.697602073732725,0.6392580453149002,6.485383966973887,111.68733308371736,0.0
7352,0.0,0.0,9.396211772486772,17.20685520282187,79.66867464726631,0.0
7624,12.829883986175115,0.0,15.070335733486942,3.020779646697389,20.512339765745008,0.0
9765,3.301632546082949,0.0,9.514820794930875,3.1146408602150535,15.130881470814133,0.0
9783,0.0,0.0,4.492009981684982,1.4304951923076923,164.63672678571427,0.0
10323,135.43221217532468,25.83370687229437,6.995605735930735,2.3080853896103894,7.639767424242424,0.0
10458,14.309503494623655,0.0,7.41347517281106,0.0,33.668532238863285,0.0
10532,16.682323521505378,0.0,15.442631547619047,0.0,80.85133972734255,0.0
10686,3.6712860983102917,0.0,36.472660675883255,1.2015124807987712,179.69338540706607,0.0
11744,13.993677857142856,0.0,2.695537738095238,1.709384880952381,10.501871547619048,0.0
11991,0.11377826086956523,7.0440130434782615,8.229479710144927,0.1544804347826087,56.10693623188406,0.0
