dataid,hour,grid
3841,6,0.8017065058504486
3841,7,0.786621739884192
3841,8,0.7522755359750432
3841,9,0.7498439019425638
3841,10,0.7851735519428799
3841,11,0.8324501914907739
3841,12,0.9357362156827419
3841,13,1.0260296706870722
3841,14,1.063490736762566
3841,15,1.2483848704430665
3841,16,1.3299902577073575
3841,17,1.2253152983625513
3841,18,1.273955816091736
3841,19,1.3021365980005437
3841,20,1.3828858675794757
3841,21,1.4270136684145316
3841,22,1.53915195827249
3841,23,1.5865461145088595
4164,0,6.202593482905983
4164,1,6.346752719502719
4164,2,6.135217705905205
4164,3,5.755940753690753
4164,4,5.771156177156177
4164,5,5.606607070707071
4164,6,5.9435104040404045
4164,7,6.276696161616162
4164,8,6.470356414141414
4164,9,6.292415808080808
4164,10,5.857525555555556
4164,11,5.075462828282829
4164,12,4.678728383838385
4164,13,4.917162020202021
4164,14,4.437015606060606
4164,15,4.794396767676768
4164,16,4.450245959595959
4164,17,4.047327626262627
4164,18,4.201905202020202
4164,19,3.6999798484848485
4164,20,3.910210707070707
4164,21,4.018076868686868
4164,22,4.430566767676768
4164,23,5.506955909090909
4399,0,2.947761619486504
4399,1,2.8090623099687906
4399,2,2.8375991213151925
4399,3,2.7862824658675684
4399,4,2.6131536253748813
4399,5,2.5599160467412774
4399,6,2.420230658419282
4399,7,2.3333666945541656
4399,8,2.2871626664106506
4399,9,2.2259204922829348
4399,10,2.205632917611489
4399,11,2.213826716833687
4399,12,2.433434482359252
4399,13,2.22649587798381
4399,14,2.2289032181869164
4399,15,2.3321909673457197
4399,16,2.52199699272182
4399,17,2.6540010338276434
4399,18,2.7536307992282936
4399,19,2.9312604093519132
4399,20,2.953594143929973
4399,21,3.024872745684295
4399,22,3.1079262857203815
4399,23,3.1168809420183843
5265,0,1.3523338696488696
5265,1,1.4052854752789026
5265,2,1.082040870746637
5265,3,0.8334553525461994
5265,4,0.7096375277157132
5265,5,0.5912450759709228
5265,6,0.6407534286412513
5265,7,0.687832279205263
5265,8,0.6944306795101552
5265,9,0.9684391280508619
5265,10,0.7686786285279833
5265,11,0.7932712121793977
5265,12,1.0244992770058494
5265,13,1.3068390640079754
5265,14,1.6066124342115473
5265,15,1.5828479118178713
5265,16,1.5231871035431115
5265,17,1.4726539559186334
5265,18,1.5676443684347314
5265,19,1.4025094190755483
5265,20,1.266861819442505
5265,21,1.3490058870385888
5265,22,1.2575202270787753
5265,23,1.3099151039581685
6820,0,1.7753066213761493
6820,1,1.7142179546729086
6820,2,1.497972096042718
6820,3,1.4180035769146369
6820,4,1.324121459963914
6820,5,1.1600822321580961
6820,6,1.2574185828273963
6820,7,1.5331403366005902
6820,8,1.8026505452539436
6820,9,1.0365277899690342
6820,10,0.9490404944773608
6820,11,1.0469508174237439
6820,12,0.9891355500085339
6820,13,1.4073827512008386
6820,14,1.7775881741764807
6820,15,1.5715377749128325
6820,16,1.424327858849633
6820,17,1.3644789173554728
6820,18,1.3023356807597593
6820,19,1.2216096134152585
6820,20,1.1805100245653815
6820,21,1.3007245513617636
6820,22,1.4013803147782409
6820,23,1.6470936459171484
7246,0,2.3474474370376166
7246,1,2.1083947456126904
7246,2,1.9314487669861076
7246,3,1.7033014015909365
7246,4,1.5336381593014545
7246,5,1.4807922838518455
7246,6,1.477604470830989
7246,7,1.4069503419873195
7246,8,1.351400537739765
7246,9,1.327760702709665
7246,10,1.3334107670759243
7246,11,1.5242169669793741
7246,12,1.742151746765291
7246,13,2.040012569746027
7246,14,2.1855494816129135
7246,15,2.2462849200883834
7246,16,2.390547962180691
7246,17,2.5697288424569393
7246,18,2.445490343974607
7246,19,2.203576405743529
7246,20,2.173529140426304
7246,21,2.2790496927539987
7246,22,2.349327193990621
7246,23,2.3556684263183794
7352,0,3.895804262257341
7352,1,3.7704785985472538
7352,2,3.4625227661076057
7352,3,3.2673827851749975
7352,4,2.996806850132013
7352,5,2.9363204842413775
7352,6,2.655046655158049
7352,7,2.4957897407490077
7352,8,2.155646598424091
7352,9,1.9628999847275224
7352,10,1.9177340596565053
7352,11,1.83689916392981
7352,12,1.990319824188649
7352,13,2.2124195155638193
7352,14,2.4922862128478904
7352,15,2.8429301770342676
7352,16,3.3511336098825777
7352,17,3.6656705942610723
7352,18,4.058484596190657
7352,19,4.191891595191786
7352,20,4.278705167360085
7352,21,4.030047667480349
7352,22,3.8854119671383107
7352,23,3.8514783253939235
7624,0,1.4744521659290957
7624,1,1.4005567474032625
7624,2,1.333955823533395
7624,3,1.2539041451795772
7624,4,1.1211164344232316
7624,5,0.9414780644246946
7624,6,0.8643992823921682
7624,7,0.8207786102882013
7624,8,0.7962962781946709
7624,9,0.7622460937690488
7624,10,0.7888283216602053
7624,11,0.813732199698876
7624,12,0.9796222831785044
7624,13,1.171171856179748
7624,14,1.3741266398763805
7624,15,1.5978275498012826
7624,16,1.7179037506400407
7624,17,2.0150808856338234
7624,18,1.915443878770146
7624,19,1.8606444234145272
7624,20,1.8434519774217932
7624,21,1.757249539018116
7624,22,1.7096865268329555
7624,23,1.600641000719284
9765,0,1.3677584345207616
9765,1,1.1779283333942896
9765,2,1.0516513239704484
9765,3,0.9649556421134762
9765,4,0.794607069404823
9765,5,0.671726098127423
9765,6,0.658057744800429
9765,7,0.6481667413381124
9765,8,0.6779782568941555
9765,9,0.8576249359959037
9765,10,1.3168158532050815
9765,11,1.0255737214419818
9765,12,0.800770757442762
9765,13,0.7959560392436545
9765,14,0.8548509704240119
9765,15,0.8650064680710994
9765,16,0.873871297515422
9765,17,0.9100560334528076
9765,18,0.9062026043571549
9765,19,0.9695101379440665
9765,20,1.144574416038817
9765,21,1.1821074278277617
9765,22,1.0363363576792726
9765,23,1.2862923731499767
9783,0,3.5179367335763456
9783,1,3.4702291715431692
9783,2,3.560971353188826
9783,3,3.6947511662968653
9783,4,3.76101890421043
9783,5,3.8640515733174996
9783,6,3.979731764695125
9783,7,3.7954530853739348
9783,8,3.963003561818993
9783,9,4.015778658629153
9783,10,4.120168019634101
9783,11,4.240272122317358
9783,12,4.373796945807548
9783,13,4.403794082597196
9783,14,4.2684505089642695
9783,15,4.1452557630758395
9783,16,3.962322004575196
9783,17,3.827499010709881
9783,18,3.462334879929364
9783,19,3.164970115246264
9783,20,3.1067462680109266
9783,21,3.040363133341288
9783,22,3.117588711446807
9783,23,3.300021721252604
10323,0,2.8906403099269613
10323,1,2.957558607852052
10323,2,2.6863661355062356
10323,3,3.119230162371771
10323,4,3.487797117718982
10323,5,4.2078156865947465
10323,6,3.389170205026455
10323,7,3.508708427206008
10323,8,3.1583701804915507
10323,9,3.34759861751152
10323,10,3.554057581285202
10323,11,3.6701566777607098
10323,12,3.615227654036525
10323,13,3.551933662954429
10323,14,3.4597086608209593
10323,15,2.944095436507937
10323,16,2.6859499167946748
10323,17,2.770986919696194
10323,18,2.4490330229134667
10323,19,2.124854333077317
10323,20,1.8689346396957285
10323,21,2.309836927260314
10323,22,2.459100371999565
10323,23,2.209078168396717
10458,0,1.3198405453758564
10458,1,1.5459791620949457
10458,2,1.6805897977470556
10458,3,1.6962969570623947
10458,4,1.6739903472679394
10458,5,1.528609801465389
10458,6,1.316917351815278
10458,7,1.1130168141808696
10458,8,1.0193805144100652
10458,9,1.0475105094726063
10458,10,1.1179818697729988
10458,11,1.1606092434106259
10458,12,1.1813958808792333
10458,13,1.1516614186355547
10458,14,1.1848858544851633
10458,15,1.2227676629970985
10458,16,1.18948131476605
10458,17,1.1708619032379974
10458,18,1.0918569807134324
10458,19,1.0635313857801185
10458,20,1.0348231298612636
10458,21,1.043667655987126
10458,22,1.1420515229927095
10458,23,1.2118311148294443
10532,0,2.1523353864446424
10532,1,2.1135605672874007
10532,2,2.0810113509969286
10532,3,2.048510203599557
10532,4,1.937735306217219
10532,5,1.8783976860935891
10532,6,1.8524805369236785
10532,7,1.842987687655788
10532,8,1.7870425915946277
10532,9,1.7772948999290676
10532,10,1.7867855721556785
10532,11,1.7033416817320985
10532,12,1.5527295766959068
10532,13,1.686808999465321
10532,14,1.9340359336684703
10532,15,2.0789276622857287
10532,16,2.240839479854534
10532,17,2.2360345805207995
10532,18,2.2586055238125944
10532,19,2.2304453445032477
10532,20,2.2359691429406903
10532,21,2.2184485432367023
10532,22,2.161151946774166
10532,23,2.2150056992209217
10686,0,2.185576155784115
10686,1,2.323038776371543
10686,2,2.4151681065733133
10686,3,2.4348201368945586
10686,4,2.316329264156964
10686,5,2.1268394863532136
10686,6,1.915328147702902
10686,7,1.717917799446411
10686,8,1.5379170070014916
10686,9,1.4004963740288072
10686,10,1.3176543142471264
10686,11,1.3847130418085887
10686,12,1.606915733691014
10686,13,1.9731217489629482
10686,14,2.2112146857862673
10686,15,2.208670067974205
10686,16,2.0004015818287733
10686,17,1.8317256447717
10686,18,1.9039318978791455
10686,19,1.9901552435123966
10686,20,1.9761374362741824
10686,21,2.0615412639974178
10686,22,2.1529373262613443
10686,23,2.1193430313453105
11744,0,2.1715564581713473
11744,1,2.319433257713679
11744,2,2.2000953377361827
11744,3,2.047631233761924
11744,4,1.8343668213827415
11744,5,1.525350125795705
11744,6,1.3224884615627746
11744,7,1.1654615773137875
11744,8,1.0618478436150778
11744,9,1.0381145070420308
11744,10,0.8486773367816528
11744,11,0.899493876230301
11744,12,0.8138854377991739
11744,13,0.8390139673810584
11744,14,1.0657293431450636
11744,15,1.4073019665572322
11744,16,1.6120131736047665
11744,17,1.6954633692007268
11744,18,1.681864790426326
11744,19,1.6656363337868003
11744,20,1.7289640668214146
11744,21,1.9630681030914954
11744,22,2.0515934600502885
11744,23,2.0530988137628605
11991,0,4.41853517999065
11991,1,4.3587407472339095
11991,2,3.8811790945924884
11991,3,3.5484528206326944
11991,4,3.4126783154121867
11991,5,3.5162115474520808
11991,6,3.531951885616331
11991,7,3.6239281790556337
11991,8,3.878072210534518
11991,9,4.136987572074178
11991,10,4.274658719027583
11991,11,4.087040244662615
11991,12,4.195607390525168
11991,13,4.869923309178744
11991,14,5.8648200872681935
11991,15,5.350971482000935
11991,16,4.5539973702664795
11991,17,4.299618649680536
11991,18,4.390659829359514
11991,19,3.8106579982858033
11991,20,3.9206076242792585
11991,21,3.743448924731183
11991,22,4.039124435094282
11991,23,4.136607351566152
