dataid,HVAC,Water_Heating_Pumps,Kitchen_Refrigeration,Laundry,Lighting_Plugs_Rooms,EV_Storage_Solar
2005,22.801321971326168,0.0,20.031623566308248,3.4154822759856627,11.433825107526882,0.0
2462,19.41575541218638,0.0,3.4864838888888894,0.0,30.551560448028674,0.0
2542,91.11680957978001,0.0,12.610022939686072,0.46991233840069213,106.11673390866395,0.0
2933,1.7113645654121865,0.0,6.519776129032259,10.231988095878137,28.822494327956996,0.0
3172,1.6058185342388227,0.0,2.4939483305036783,1.040643180531975,17.430593265421617,0.0
3485,12.730822598566307,4.041269784946237,36.96581815412186,0.6490431182795698,0.7408376164874552,0.0
3841,2.343153870967742,0.0,17.463200483870967,1.5224567204301076,29.30865111111111,0.0
4399,63.99258682795699,0.0,12.677317114695342,10.242995483870967,53.34150444444445,0.0
5265,7.7455888351254485,0.0,5.7243368458781365,4.788530465949821e-05,43.33639759856631,0.0
6820,1.073981608422939,11.976097692652331,0.41443855286738346,1.5486367383512547,6.139124977598566,0.0
7246,0.45490983870967744,47.25170921146953,0.6311777956989247,2.05788041218638,65.65752048387097,0.0
7352,0.0,0.0,10.472883588555186,11.778988002719071,93.85088914534668,0.0
7624,13.370294247311827,0.0,19.91790507168459,3.6195633691756273,31.898494426523293,0.0
9765,5.894174014336919,0.0,6.2135542652329745,1.6846485663082436,9.077496738351254,0.0
9783,0.0,0.0,8.644396630824373,3.9854570430107525,114.63890168458781,0.0
10323,28.613896963292547,23.17346996662959,9.44843561302682,2.3926035490050674,7.902471262513904,0.0
10458,1.1813416487455197,0.0,4.331455770609319,0.0,20.56877483870968,0.0
10532,44.336427607835866,0.0,15.412998643554566,0.0,71.58269605796565,0.0
10686,4.512191792114696,0.0,35.76147458013313,1.1733031118791601,93.54524767153097,0.0
11744,12.007294265232973,0.0,5.405547580645162,6.274096129032258,17.92381482078853,0.0
11991,0.10838118279569893,12.061613548387097,2.6707136021505375,0.13790987455197132,52.56364879928316,0.0
